"","TagId","visit_start","visit_end","duration","YMDL","span","visit_num","TAIR","RELH","PRES","WSPD","SRAD"
"1","19552D55",2021-01-22 11:51:00,2021-01-22 11:57:00,360,2021-01-22,NA,1,3.2,54,874.44,4,558
"11","19552D55",2021-01-22 12:42:00,2021-01-22 12:45:00,180,2021-01-22,2700,2,4.8,53,873.4,4.3,601
"13","19552D55",2021-01-23 14:06:00,2021-01-23 14:09:00,180,2021-01-23,NA,1,15.5,32,863.34,11,581
"21","19552D55",2021-01-24 10:15:00,2021-01-24 10:33:00,1080,2021-01-24,NA,1,-2.9,82,871.97,3.9,148
"35","19552D55",2021-01-24 12:42:00,2021-01-24 12:45:00,180,2021-01-24,7740,2,-1.2,75,869.97,3.3,320
"38","19552D55",2021-01-25 11:12:00,2021-01-25 11:15:00,180,2021-01-25,NA,1,-0.4,77,861.42,7.3,460
"41","19552D55",2021-01-25 12:51:00,2021-01-25 12:57:00,360,2021-01-25,5760,2,1.9,59,861.64,9.1,348
"51","19552D55",2021-01-28 10:42:00,2021-01-28 10:48:00,360,2021-01-28,NA,1,5.8,28,879.3,9.6,279
"56","19552D55",2021-01-28 11:12:00,2021-01-28 11:12:00,0,2021-01-28,1440,2,9.1,22,879.36,9.9,578
"58","19552D55",2021-01-28 13:00:00,2021-01-28 13:03:00,180,2021-01-28,6480,3,12.2,13,878.54,11.1,350
"64","19552D55",2021-01-29 09:51:00,2021-01-29 10:00:00,540,2021-01-29,NA,1,5.6,37,869.78,7.9,203
"71","19552D55",2021-01-29 11:27:00,2021-01-29 11:36:00,540,2021-01-29,5220,2,10.6,27,870.01,5.8,284
"81","19552D55",2021-01-29 12:57:00,2021-01-29 13:00:00,180,2021-01-29,4860,3,15.6,17,868.59,3.3,304
"89","19552D55",2021-01-30 09:33:00,2021-01-30 09:39:00,360,2021-01-30,NA,1,9.7,36,860.07,15.2,268
"92","19552D55",2021-01-30 11:24:00,2021-01-30 11:27:00,180,2021-01-30,6300,2,12.5,32,863.79,19.4,536
"94","19552D55",2021-01-31 11:03:00,2021-01-31 11:03:00,0,2021-01-31,NA,1,7.1,39,884.74,10.9,520
"95","19552D55",2021-02-01 10:39:00,2021-02-01 10:42:00,180,2021-02-01,NA,1,9.9,37,881.31,8.6,466
"98","19552D55",2021-02-01 12:24:00,2021-02-01 12:30:00,360,2021-02-01,6120,2,12.1,30,879.79,10.5,550
"104","19552D55",2021-02-02 10:00:00,2021-02-02 10:06:00,360,2021-02-02,NA,1,11.2,30,874.2,5.3,376
"113","19552D55",2021-02-03 09:51:00,2021-02-03 09:54:00,180,2021-02-03,NA,1,9.5,49,867.97,2.8,384
"115","19552D55",2021-02-03 10:15:00,2021-02-03 10:27:00,720,2021-02-03,1260,2,NA,NA,NA,NA,NA
"120","19552D55",2021-02-03 10:51:00,2021-02-03 10:57:00,360,2021-02-03,1440,3,16.5,34,867.28,3,444
"128","19552D55",2021-02-03 12:27:00,2021-02-03 12:30:00,180,2021-02-03,5400,4,21.1,24,865.55,4,558
"133","19552D55",2021-02-04 09:00:00,2021-02-04 09:00:00,0,2021-02-04,NA,1,1.4,71,871.58,8.1,197
"135","19552D55",2021-02-04 10:15:00,2021-02-04 10:18:00,180,2021-02-04,4500,2,2,48,872.05,10.4,226
"137","19552D55",2021-02-04 12:30:00,2021-02-04 12:30:00,0,2021-02-04,7920,3,4.8,32,872.66,5.5,638
"138","19552D55",2021-02-04 12:48:00,2021-02-04 12:48:00,0,2021-02-04,1080,4,5.3,28,872.51,5.6,691
"141","19552D55",2021-02-05 11:00:00,2021-02-05 11:09:00,540,2021-02-05,NA,1,5.7,32,868.76,7.5,548
"149","19552D55",2021-02-05 13:27:00,2021-02-05 13:27:00,0,2021-02-05,8280,2,7.8,24,866.62,3.4,681
"150","19552D55",2021-02-06 09:54:00,2021-02-06 10:03:00,540,2021-02-06,NA,1,4.4,38,870.58,8.1,364
"160","19552D55",2021-02-06 10:21:00,2021-02-06 10:30:00,540,2021-02-06,1080,2,5.7,34,870.84,7.6,450
"180","19552D55",2021-02-06 11:33:00,2021-02-06 11:54:00,1260,2021-02-06,3780,3,7.5,29,871.56,10.5,606
"199","19552D55",2021-02-06 16:57:00,2021-02-06 16:57:00,0,2021-02-06,18180,4,8,28,868.68,5,255
"200","19552D55",2021-02-07 14:00:00,2021-02-07 14:00:00,0,2021-02-07,NA,1,10.4,34,863.64,5.9,672
"207","19552D55",2021-02-07 14:15:00,2021-02-07 14:18:00,180,2021-02-07,900,2,10.8,32,863.44,6.9,655
"221","19552D55",2021-02-07 14:54:00,2021-02-07 14:54:00,0,2021-02-07,2160,3,12.1,29,862.97,6.3,612
"226","19552D55",2021-02-07 15:48:00,2021-02-07 15:48:00,0,2021-02-07,3240,4,12.6,27,862.37,7,336
"233","19552D55",2021-02-12 08:39:00,2021-02-12 08:39:00,0,2021-02-12,NA,1,-14.7,86,877.12,NA,23
"239","19552D55",2021-02-12 11:24:00,2021-02-12 11:30:00,360,2021-02-12,9900,2,-15.1,86,876.81,NA,118
"247","19552D55",2021-02-13 09:39:00,2021-02-13 09:39:00,0,2021-02-13,NA,1,-16.2,85,875.6,NA,78
"251","19552D55",2021-02-14 07:54:00,2021-02-14 08:21:00,1620,2021-02-14,NA,1,-20.2,82,877.98,6.1,10
"275","19552D55",2021-02-14 08:51:00,2021-02-14 08:51:00,0,2021-02-14,1800,2,-20.4,81,878.79,6.6,161
"282","19784C52",2021-01-20 11:51:00,2021-01-20 11:54:00,180,2021-01-20,NA,1,10.3,38,874.07,8.2,529
"286","19784C52",2021-01-22 13:48:00,2021-01-22 13:57:00,540,2021-01-22,NA,1,6.5,49,872.16,5.4,593
"310","19784C52",2021-01-23 10:18:00,2021-01-23 10:21:00,180,2021-01-23,NA,1,3.2,91,866.63,9,353
"313","19784C52",2021-01-24 09:06:00,2021-01-24 09:06:00,0,2021-01-24,NA,1,-4,87,871.52,4.6,43
"316","19784C52",2021-01-24 10:30:00,2021-01-24 10:39:00,540,2021-01-24,5040,2,-2.7,81,871.84,4.5,181
"339","19784C52",2021-01-24 11:12:00,2021-01-24 11:18:00,360,2021-01-24,1980,3,-2.2,80,871.5,3.6,189
"344","19784C52",2021-01-28 11:42:00,2021-01-28 11:45:00,180,2021-01-28,NA,1,10.4,17,879.23,12.1,507
"346","19784C52",2021-01-29 09:33:00,2021-01-29 09:39:00,360,2021-01-29,NA,1,4.7,38,869.81,7.7,147
"353","19784C52",2021-01-29 11:03:00,2021-01-29 11:09:00,360,2021-01-29,5040,2,9.6,28,870.07,6.5,273
"367","19784C52",2021-01-29 11:27:00,2021-01-29 11:42:00,900,2021-01-29,1080,3,10.6,27,870.01,5.8,284
"401","19784C52",2021-01-29 14:09:00,2021-01-29 14:12:00,180,2021-01-29,8820,4,19.2,8,866.84,8.9,516
"403","19784C52",2021-01-30 09:27:00,2021-01-30 09:33:00,360,2021-01-30,NA,1,9.7,36,859.9,16.1,252
"409","19784C52",2021-01-30 10:45:00,2021-01-30 10:48:00,180,2021-01-30,4320,2,11.9,32,862.79,18,468
"415","19784C52",2021-01-30 12:33:00,2021-01-30 12:42:00,540,2021-01-30,6300,3,13.7,31,864.91,19.7,624
"423","19784C52",2021-01-31 11:27:00,2021-01-31 11:27:00,0,2021-01-31,NA,1,8,36,884.6,10.4,570
"424","19784C52",2021-02-01 09:33:00,2021-02-01 09:33:00,0,2021-02-01,NA,1,3.3,58,881.92,5.6,288
"425","19784C52",2021-02-01 10:42:00,2021-02-01 14:09:00,12420,2021-02-01,4140,2,10,36,881.23,9.1,477
"526","19784C52",2021-02-02 09:54:00,2021-02-02 09:57:00,180,2021-02-02,NA,1,10,33,874.18,5.3,343
"532","19784C52",2021-02-02 10:57:00,2021-02-02 11:06:00,540,2021-02-02,3600,2,14.7,21,874.44,6.1,506
"536","19784C52",2021-02-02 11:45:00,2021-02-02 11:51:00,360,2021-02-02,2340,3,17,15,874.47,5.8,615
"551","19784C52",2021-02-03 09:45:00,2021-02-03 10:00:00,900,2021-02-03,NA,1,8.9,50,868.12,2.5,328
"573","19784C52",2021-02-03 10:15:00,2021-02-03 10:18:00,180,2021-02-03,900,2,NA,NA,NA,NA,NA
"575","19784C52",2021-02-03 10:51:00,2021-02-03 10:57:00,360,2021-02-03,1980,3,16.5,34,867.28,3,444
"581","19784C52",2021-02-03 12:24:00,2021-02-03 12:27:00,180,2021-02-03,5220,4,21.3,24,865.75,5.5,554
"583","19784C52",2021-02-04 10:36:00,2021-02-04 10:42:00,360,2021-02-04,NA,1,2.3,46,872.21,9.2,232
"590","19784C52",2021-02-04 11:00:00,2021-02-04 11:06:00,360,2021-02-04,1080,2,3.6,45,872.62,8.5,395
"593","19784C52",2021-02-04 11:51:00,2021-02-04 11:51:00,0,2021-02-04,2700,3,4.6,34,872.51,7.5,500
"595","19784C52",2021-02-05 08:24:00,2021-02-05 08:24:00,0,2021-02-05,NA,1,-5.6,72,868.65,2.7,67
"596","19784C52",2021-02-05 13:51:00,2021-02-05 13:54:00,180,2021-02-05,19620,2,8.2,22,866.01,4.4,667
"598","19784C52",2021-02-06 09:42:00,2021-02-06 09:48:00,360,2021-02-06,NA,1,4,39,870.38,6.6,334
"603","19784C52",2021-02-06 10:00:00,2021-02-06 10:03:00,180,2021-02-06,720,2,5.1,37,870.64,7.7,395
"607","19784C52",2021-02-06 10:21:00,2021-02-06 10:30:00,540,2021-02-06,1080,3,5.7,34,870.84,7.6,450
"622","19784C52",2021-02-24 12:18:00,2021-02-24 12:18:00,0,2021-02-24,NA,1,6,26,878.71,4.3,761
"623","19784C52",2021-02-25 09:57:00,2021-02-25 10:00:00,180,2021-02-25,NA,1,-0.2,45,882.2,2.3,176
"632","19784C52",2021-02-25 10:57:00,2021-02-25 11:06:00,540,2021-02-25,3420,2,0.7,37,882.28,2.8,211
"669","19784C52",2021-02-25 13:30:00,2021-02-25 13:33:00,180,2021-02-25,8640,3,3.2,27,879.59,4,533
"687","19784C52",2021-02-26 08:51:00,2021-02-26 08:51:00,0,2021-02-26,NA,1,-0.3,58,866.09,7,264
"689","19784C52",2021-02-26 10:51:00,2021-02-26 10:54:00,180,2021-02-26,7200,2,10.3,27,866.89,9.2,635
"698","19784C52",2021-02-26 11:51:00,2021-02-26 11:57:00,360,2021-02-26,3420,3,12.9,18,866.85,11,751
"701","19784C52",2021-02-26 14:06:00,2021-02-26 15:33:00,5220,2021-02-26,7740,4,14,13,865.79,8.6,607
"741","19784C52",2021-02-26 15:45:00,2021-02-26 18:24:00,9540,2021-02-26,720,5,15,12,864.96,3.9,551
"800","19784C52",2021-02-27 07:33:00,2021-02-27 09:45:00,7920,2021-02-27,NA,1,-0.3,35,863.67,5.5,10
"860","19784C52",2021-02-27 10:45:00,2021-02-27 10:45:00,0,2021-02-27,3600,2,15.4,11,862.4,11.4,648
"861","19784C52",2021-02-27 11:00:00,2021-02-27 11:30:00,1800,2021-02-27,900,3,16.3,9,862.27,12.8,682
"878","19784C52",2021-02-27 11:42:00,2021-02-27 11:57:00,900,2021-02-27,720,4,17.9,5,861.88,14.4,756
"881","19784C52",2021-02-27 12:12:00,2021-02-27 15:21:00,11340,2021-02-27,900,5,18.6,5,861.49,14.6,793
"948","19784C52",2021-02-27 15:33:00,2021-02-27 15:48:00,900,2021-02-27,720,6,19.9,5,860.17,13.7,615
"952","19784C52",2021-02-27 16:00:00,2021-02-27 16:06:00,360,2021-02-27,720,7,19.6,5,860.08,14.9,539
"955","19784C52",2021-02-27 16:24:00,2021-02-27 17:12:00,2880,2021-02-27,1080,8,19.3,5,860.12,13.7,476
"966","19784C52",2021-02-27 17:39:00,2021-02-27 17:42:00,180,2021-02-27,1620,9,17.5,6,861.06,11.6,188
"968","19784C52",2021-02-27 18:00:00,2021-02-27 18:00:00,0,2021-02-27,1080,10,16.4,6,861.51,10.6,125
"969","19784C52",2021-02-28 07:48:00,2021-02-28 10:15:00,8820,2021-02-28,NA,1,-8.4,58,873.53,3.6,45
"1040","19784C52",2021-02-28 14:21:00,2021-02-28 14:42:00,1260,2021-02-28,14760,2,6.5,23,874.45,7.9,747
"1055","19784C52",2021-02-28 15:03:00,2021-02-28 15:06:00,180,2021-02-28,1260,3,6.8,23,874.24,7.3,677
"1057","19784C52",2021-02-28 15:42:00,2021-02-28 15:45:00,180,2021-02-28,2160,4,6.9,22,874.38,6.4,582
"1059","19784C52",2021-02-28 16:54:00,2021-02-28 17:00:00,360,2021-02-28,4140,5,6.6,22,874.54,5.1,363
"1062","19784C52",2021-02-28 17:12:00,2021-02-28 17:21:00,540,2021-02-28,720,6,6.4,22,874.83,6.3,294
"1065","19784C52",2021-03-01 11:03:00,2021-03-01 11:06:00,180,2021-03-01,NA,1,4.4,29,884.04,2,677
"1074","19784C52",2021-03-01 12:33:00,2021-03-01 12:33:00,0,2021-03-01,5220,2,7.6,20,883.38,1.8,809
"1075","19784C52",2021-03-01 12:45:00,2021-03-01 12:48:00,180,2021-03-01,720,3,7.8,19,883.23,1.6,818
"1091","19784C52",2021-03-01 13:24:00,2021-03-01 13:24:00,0,2021-03-01,2160,4,7.4,19,882.81,0.4,816
"1094","19784C52",2021-03-02 09:39:00,2021-03-02 09:39:00,0,2021-03-02,NA,1,6.6,22,875.6,5.9,451
"1095","19784C52",2021-03-02 10:21:00,2021-03-02 13:57:00,12960,2021-03-02,2520,2,10.4,17,875.37,6.1,591
"1242","19784C52",2021-03-02 15:12:00,2021-03-02 18:27:00,11700,2021-03-02,4500,3,20,7,870.7,8.3,691
"1321","19784C52",2021-03-03 07:33:00,2021-03-03 09:12:00,5940,2021-03-03,NA,1,-1.3,38,870.54,5.9,19
"1383","19784C52",2021-03-03 09:27:00,2021-03-03 09:33:00,360,2021-03-03,900,2,11,18,871.74,8.9,424
"1385","19784C52",2021-03-03 09:51:00,2021-03-03 09:54:00,180,2021-03-03,1080,3,12.6,16,871.92,9.2,506
"1387","19784C52",2021-03-03 10:15:00,2021-03-03 10:21:00,360,2021-03-03,1260,4,14.5,14,872.03,8.6,582
"1407","19784C52",2021-03-03 10:45:00,2021-03-03 10:45:00,0,2021-03-03,1440,5,16.2,13,872.01,8.4,663
"1408","19784C52",2021-03-03 11:03:00,2021-03-03 11:39:00,2160,2021-03-03,1080,6,17.1,12,872,8.2,698
"1415","19784C52",2021-03-03 12:57:00,2021-03-03 13:00:00,180,2021-03-03,4680,7,20.5,8,871.77,6.8,840
"1419","19784C52",2021-03-03 13:24:00,2021-03-03 13:45:00,1260,2021-03-03,1440,8,21,8,871.57,6.7,838
"1423","19784C52",2021-03-03 14:03:00,2021-03-03 14:03:00,0,2021-03-03,1080,9,21,7,871.35,6.5,808
"1424","19784C52",2021-03-03 14:36:00,2021-03-03 14:36:00,0,2021-03-03,1980,10,21.5,7,871.23,7.1,759
"1425","19784C52",2021-03-03 14:57:00,2021-03-03 14:57:00,0,2021-03-03,1260,11,21.1,7,871.27,5.5,718
"1426","19784C52",2021-03-03 15:09:00,2021-03-03 15:18:00,540,2021-03-03,720,12,21.4,7,871.26,6.4,698
"1435","19784C52",2021-03-04 08:48:00,2021-03-04 08:51:00,180,2021-03-04,NA,1,4.6,39,870.32,3.2,250
"1448","19784C52",2021-03-04 09:18:00,2021-03-04 09:24:00,360,2021-03-04,1620,2,7.2,31,870.15,0.6,231
"1459","19784C52",2021-03-04 09:39:00,2021-03-04 09:45:00,360,2021-03-04,900,3,9.1,28,869.94,1.7,418
"1461","19784C52",2021-03-04 10:15:00,2021-03-04 10:15:00,0,2021-03-04,1800,4,14.1,19,869.47,5.2,496
"1462","19784C52",2021-03-04 10:36:00,2021-03-04 12:36:00,7200,2021-03-04,1260,5,15.2,15,869.04,6.6,542
"1551","19784C52",2021-03-04 13:00:00,2021-03-04 13:03:00,180,2021-03-04,1440,6,21.6,12,865.9,15.1,842
"1559","19784C52",2021-03-04 14:06:00,2021-03-04 14:09:00,180,2021-03-04,3780,7,18.5,18,865.63,10.5,340
"1567","19784C52",2021-03-07 09:18:00,2021-03-07 09:24:00,360,2021-03-07,NA,1,6.9,52,875.82,9.2,397
"1608","19784C52",2021-03-08 08:42:00,2021-03-08 08:45:00,180,2021-03-08,NA,1,4.9,63,875.55,7.9,103
"1612","19784C52",2021-03-08 11:03:00,2021-03-08 11:03:00,0,2021-03-08,8280,2,16.4,29,875.53,9.7,623
"1616","19784C52",2021-03-09 10:09:00,2021-03-09 10:09:00,0,2021-03-09,NA,1,17.1,26,869.59,10.8,480
"1622","19784C52",2021-03-09 12:36:00,2021-03-09 12:36:00,0,2021-03-09,8820,2,22.6,16,867.99,10.7,671
"1623","19784C52",2021-03-09 14:33:00,2021-03-09 14:36:00,180,2021-03-09,7020,3,21.7,15,866.33,12.1,248
"1625","19784C52",2021-03-10 08:54:00,2021-03-10 08:54:00,0,2021-03-10,NA,1,10.9,28,866.62,8,334
"1634","19784C52",2021-03-10 12:06:00,2021-03-10 12:09:00,180,2021-03-10,11520,2,16.8,8,866.78,15.8,806
"1664","19784C52",2021-03-11 13:06:00,2021-03-11 13:09:00,180,2021-03-11,NA,1,9.5,37,875.88,6.1,858
"1696","19784C52",2021-03-17 14:03:00,2021-03-17 14:03:00,0,2021-03-17,NA,1,4.7,62,873.55,13.6,280
"1701","19784C52",2021-03-19 14:57:00,2021-03-19 14:57:00,0,2021-03-19,NA,1,13.9,37,879.49,10,846
"1703","19784C52",2021-03-19 15:21:00,2021-03-19 15:21:00,0,2021-03-19,1440,2,14.4,35,879.05,8.4,816
"1704","19784C52",2021-03-21 08:57:00,2021-03-21 08:57:00,0,2021-03-21,NA,1,6.9,57,868.48,6.6,175
"1706","19784C52",2021-03-21 09:24:00,2021-03-21 09:24:00,0,2021-03-21,1620,2,8.8,52,868.83,7.3,264
"1713","19784C52",2021-03-21 11:27:00,2021-03-21 11:27:00,0,2021-03-21,7380,3,17.9,23,869.54,4.2,698
"1721","19784C52",2021-03-26 13:36:00,2021-03-26 13:36:00,0,2021-03-26,NA,1,16.1,22,865.52,8.8,943
"1724","2A612A55",2021-01-20 11:03:00,2021-01-20 11:03:00,0,2021-01-20,NA,1,7.3,46,874.92,8.5,443
"1725","2A612A55",2021-01-22 12:48:00,2021-01-22 12:54:00,360,2021-01-22,NA,1,5.4,53,873.22,4.8,603
"1735","2A612A55",2021-01-23 10:51:00,2021-01-23 10:54:00,180,2021-01-23,NA,1,5.1,81,867.01,7.6,459
"1738","2A612A55",2021-01-23 13:21:00,2021-01-23 13:21:00,0,2021-01-23,8820,2,14.1,42,864.05,10,619
"1740","2A612A55",2021-01-24 10:09:00,2021-01-24 10:15:00,360,2021-01-24,NA,1,-3.3,84,871.94,3.9,128
"1751","2A612A55",2021-01-24 10:30:00,2021-01-24 10:30:00,0,2021-01-24,900,2,-2.7,81,871.84,4.5,181
"1756","2A612A55",2021-01-24 10:57:00,2021-01-24 11:00:00,180,2021-01-24,1620,3,-2.5,81,871.71,4.3,184
"1765","2A612A55",2021-01-24 12:06:00,2021-01-24 12:18:00,720,2021-01-24,3960,4,-1.9,78,870.92,3.2,192
"1779","2A612A55",2021-01-24 14:06:00,2021-01-24 14:12:00,360,2021-01-24,6480,5,1.5,65,867.18,3.4,371
"1797","2A612A55",2021-01-25 09:36:00,2021-01-25 09:36:00,0,2021-01-25,NA,1,-2.5,97,860.78,3.2,264
"1798","2A612A55",2021-01-25 09:51:00,2021-01-25 09:54:00,180,2021-01-25,900,2,-2.3,96,861.03,5.2,200
"1801","2A612A55",2021-01-25 10:21:00,2021-01-25 10:24:00,180,2021-01-25,1620,3,-1.5,87,861.26,8.9,385
"1810","2A612A55",2021-01-25 12:27:00,2021-01-25 12:33:00,360,2021-01-25,7380,4,1.4,67,861.71,7.7,613
"1822","2A612A55",2021-01-25 13:42:00,2021-01-25 13:42:00,0,2021-01-25,4140,5,2.7,57,861.63,8.6,471
"1823","2A612A55",2021-01-25 13:57:00,2021-01-25 14:00:00,180,2021-01-25,900,6,3.1,56,861.37,7.1,688
"1832","2A612A55",2021-01-27 11:36:00,2021-01-27 11:39:00,180,2021-01-27,NA,1,-1.5,92,880.49,1.3,576
"1835","2A612A55",2021-01-28 10:24:00,2021-01-28 10:24:00,0,2021-01-28,NA,1,4.9,30,879.31,9.3,265
"1837","2A612A55",2021-01-28 10:39:00,2021-01-28 10:42:00,180,2021-01-28,900,2,5.7,28,879.35,9.3,255
"1839","2A612A55",2021-01-28 13:21:00,2021-01-28 13:30:00,540,2021-01-28,9540,3,12.2,13,878.38,11.4,353
"1841","2A612A55",2021-01-28 14:06:00,2021-01-28 14:06:00,0,2021-01-28,2160,4,12.8,12,877.74,11.1,495
"1842","2A612A55",2021-01-29 10:24:00,2021-01-29 10:36:00,720,2021-01-29,NA,1,7.4,32,869.75,5.6,206
"1871","2A612A55",2021-01-29 13:36:00,2021-01-29 13:42:00,360,2021-01-29,10800,2,18.9,8,867.53,9.7,348
"1884","2A612A55",2021-01-29 14:09:00,2021-01-29 14:15:00,360,2021-01-29,1620,3,19.2,8,866.84,8.9,516
"1886","2A612A55",2021-01-29 15:12:00,2021-01-29 15:15:00,180,2021-01-29,3420,4,17.8,10,866.23,10,199
"1893","2A612A55",2021-01-30 09:15:00,2021-01-30 09:33:00,1080,2021-01-30,NA,1,9.2,38,859.26,14.6,224
"1904","2A612A55",2021-01-30 11:27:00,2021-01-30 11:30:00,180,2021-01-30,6840,2,12.6,32,863.77,18.5,536
"1906","2A612A55",2021-01-30 13:06:00,2021-01-30 13:09:00,180,2021-01-30,5760,3,14.1,30,865.27,17.3,641
"1909","2A612A55",2021-01-31 10:03:00,2021-01-31 10:06:00,180,2021-01-31,NA,1,5.4,39,884.2,9.7,368
"1911","2A612A55",2021-01-31 10:21:00,2021-01-31 10:24:00,180,2021-01-31,900,2,6.2,39,884.41,10.2,424
"1914","2A612A55",2021-01-31 13:54:00,2021-01-31 14:00:00,360,2021-01-31,12600,3,10.4,27,883.64,7.6,646
"1919","2A612A55",2021-02-01 10:27:00,2021-02-01 10:30:00,180,2021-02-01,NA,1,9.2,38,881.47,8,420
"1924","2A612A55",2021-02-01 13:00:00,2021-02-01 13:00:00,0,2021-02-01,9000,2,13.9,26,878.86,11.6,565
"1925","2A612A55",2021-02-01 13:18:00,2021-02-01 13:18:00,0,2021-02-01,1080,3,14.4,25,878.73,10.8,580
"1926","2A612A55",2021-02-02 09:06:00,2021-02-02 09:12:00,360,2021-02-02,NA,1,3.8,52,874.2,4.2,209
"1936","2A612A55",2021-02-02 09:36:00,2021-02-02 09:42:00,360,2021-02-02,1440,2,8.4,37,874.16,5,299
"1953","2A612A55",2021-02-02 10:33:00,2021-02-02 10:39:00,360,2021-02-02,3060,3,13.4,24,874.27,5.4,454
"1963","2A612A55",2021-02-03 09:33:00,2021-02-03 09:48:00,900,2021-02-03,NA,1,8,52,868.16,4.1,256
"1977","2A612A55",2021-02-03 10:15:00,2021-02-03 10:21:00,360,2021-02-03,1620,2,NA,NA,NA,NA,NA
"1980","2A612A55",2021-02-03 10:36:00,2021-02-03 10:45:00,540,2021-02-03,900,3,NA,NA,NA,NA,NA
"2003","2A612A55",2021-02-03 12:24:00,2021-02-03 12:36:00,720,2021-02-03,5940,4,21.3,24,865.75,5.5,554
"2009","2A612A55",2021-02-03 14:36:00,2021-02-03 14:36:00,0,2021-02-03,7200,5,23.1,19,863.04,10.2,446
"2010","2A612A55",2021-02-03 17:39:00,2021-02-03 17:42:00,180,2021-02-03,10980,6,21.2,17,861.52,9,66
"2015","2A612A55",2021-02-04 09:51:00,2021-02-04 09:57:00,360,2021-02-04,NA,1,1.7,55,872.24,10.5,239
"2022","2A612A55",2021-02-04 10:09:00,2021-02-04 10:12:00,180,2021-02-04,720,2,1.7,52,872.14,10.1,197
"2026","2A612A55",2021-02-04 11:21:00,2021-02-04 11:27:00,360,2021-02-04,4140,3,3.2,43,872.63,8.1,290
"2036","2A612A55",2021-02-04 13:24:00,2021-02-04 13:27:00,180,2021-02-04,7020,4,5.9,23,871.58,6.7,686
"2038","2A612A55",2021-02-04 14:06:00,2021-02-04 14:06:00,0,2021-02-04,2340,5,6,25,870.75,4.6,656
"2040","2A612A55",2021-02-04 15:12:00,2021-02-04 15:18:00,360,2021-02-04,3960,6,6.5,24,869.79,2.8,548
"2049","2A612A55",2021-02-05 09:45:00,2021-02-05 09:51:00,360,2021-02-05,NA,1,2,44,869.22,3.7,348
"2060","2A612A55",2021-02-05 10:03:00,2021-02-05 10:06:00,180,2021-02-05,720,2,3.3,36,869.2,5.9,394
"2065","2A612A55",2021-02-05 11:24:00,2021-02-05 11:27:00,180,2021-02-05,4680,3,6.2,32,868.79,6,587
"2072","2A612A55",2021-02-06 08:42:00,2021-02-06 08:45:00,180,2021-02-06,NA,1,1,45,869.29,7.5,146
"2075","341E5578",2021-01-21 16:27:00,2021-01-21 16:27:00,0,2021-01-21,NA,1,14.1,24,868.5,2.4,283
"2078","341E5578",2021-01-22 09:30:00,2021-01-22 09:33:00,180,2021-01-22,NA,1,-2.5,66,874.65,1.4,243
"2084","341E5578",2021-01-24 11:06:00,2021-01-24 11:12:00,360,2021-01-24,NA,1,-2.6,80,871.61,3.9,180
"2095","341E5578",2021-01-26 08:42:00,2021-01-26 08:42:00,0,2021-01-26,NA,1,-7.4,91,867.99,4.5,30
"2099","341E5578",2021-01-27 12:30:00,2021-01-27 12:30:00,0,2021-01-27,NA,1,1.8,68,880.36,4.4,632
"2102","341E5578",2021-01-31 08:51:00,2021-01-31 08:51:00,0,2021-01-31,NA,1,0.6,66,883.03,5.4,156
"2105","341E5578",2021-01-31 09:54:00,2021-01-31 10:00:00,360,2021-01-31,3780,2,4.9,44,884.04,8,339
"2110","341E5578",2021-01-31 15:39:00,2021-01-31 15:39:00,0,2021-01-31,20340,3,10.5,24,883.35,5.5,477
"2113","341E5578",2021-02-12 13:24:00,2021-02-12 13:24:00,0,2021-02-12,NA,1,-14.1,87,874.76,NA,224
"2116","341E5578",2021-02-22 17:57:00,2021-02-22 18:00:00,180,2021-02-22,NA,1,14.8,19,874.23,2.7,124
"2118","341E5578",2021-02-26 10:12:00,2021-02-26 10:15:00,180,2021-02-26,NA,1,7.4,33,866.75,4.9,528
"2125","341E5578",2021-03-02 09:12:00,2021-03-02 09:12:00,0,2021-03-02,NA,1,4,26,875.8,6.6,364
"2126","341E5578",2021-03-04 10:54:00,2021-03-04 10:57:00,180,2021-03-04,NA,1,16.6,14,868.89,6.2,645
"2133","341E5578",2021-03-06 14:03:00,2021-03-06 14:03:00,0,2021-03-06,NA,1,17.2,23,876.36,10.3,830
"2134","341E5578",2021-03-07 08:54:00,2021-03-07 08:54:00,0,2021-03-07,NA,1,5.1,57,875.85,8,308
"2136","341E5578",2021-03-08 08:15:00,2021-03-08 08:15:00,0,2021-03-08,NA,1,3.9,70,875.41,6.7,90
"2138","341E5578",2021-03-09 09:30:00,2021-03-09 09:30:00,0,2021-03-09,NA,1,16,29,869.85,7.2,455
"2142","341E5578",2021-03-16 10:27:00,2021-03-16 10:27:00,0,2021-03-16,NA,1,8,62,865.1,5,476
"2144","341E5578",2021-03-19 09:48:00,2021-03-19 09:51:00,180,2021-03-19,NA,1,2.7,79,883.04,7.6,343
"2156","34333433",2021-01-20 09:06:00,2021-01-20 09:06:00,0,2021-01-20,NA,1,0.5,68,874.49,10.6,166
"2157","34333433",2021-01-20 10:00:00,2021-01-20 10:00:00,0,2021-01-20,3240,2,3.5,58,874.47,9.8,323
"2158","34333433",2021-01-20 12:45:00,2021-01-20 12:45:00,0,2021-01-20,9900,3,12,34,873.11,7.5,456
"2159","34333433",2021-01-22 11:54:00,2021-01-22 12:00:00,360,2021-01-22,NA,1,3.2,54,874.44,4,558
